,Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Type of gear,Mode of fishing,Mode of fishing collapsed,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
13038,2020-11-18,10,1506,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,6.0,Yes,8
13041,2020-11-18,10,1528,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.5,Yes,8
13043,2020-11-18,10,1729,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SOUTHERN KINGFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,5.0,No,0
13044,2020-11-18,10,1730,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SOUTHERN KINGFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,5.0,No,0
13045,2020-11-18,10,1755,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,3.0,Yes,1
13068,2020-11-18,10,1529,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,7
13071,2020-11-18,10,1502,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SHEEPSHEAD,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,Yes,10
13072,2020-11-18,10,1845,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,1.0,0.5,Yes,1
13073,2020-11-18,9,1108,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,8
13077,2020-11-18,9,1250,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,3.5,Yes,2
13080,2020-11-18,9,1517,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.5,2.0,Yes,1
13089,2020-11-18,9,1208,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,3.5,Yes,5
13091,2020-11-18,9,1249,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,2
13094,2020-11-18,9,1423,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,5.0,Yes,11
13096,2020-11-18,9,1506,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,8.0,No,0
13102,2020-11-18,10,1536,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.5,Yes,6
13103,2020-11-18,10,1646,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,7.0,Yes,5
13108,2020-11-18,10,1202,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.0,Yes,3
13115,2020-11-18,10,1556,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,4.0,Yes,3
13117,2020-11-18,10,1202,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.5,3.0,Yes,15
13120,2020-11-18,10,1227,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.0,2.0,Yes,15
13127,2020-11-18,10,1345,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,4.5,Yes,10
13130,2020-11-18,10,1313,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,3.5,Yes,12
13136,2020-11-18,10,1408,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.5,Yes,11
13138,2020-11-18,10,1418,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,11
13151,2020-11-18,9,1125,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.5,4.0,Yes,1
13152,2020-11-18,9,1158,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.0,1.5,No,0
13154,2020-11-18,9,1406,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,3.5,2.5,No,0
13156,2020-11-18,9,1558,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.0,2.0,Yes,1
13158,2020-11-18,9,1254,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,4.0,Yes,2
13163,2020-11-18,9,1137,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,4.0,Yes,1
13165,2020-11-18,9,1147,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,3.0,Yes,1
13166,2020-11-18,9,1148,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,3.0,Yes,3
13169,2020-11-18,9,1336,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,5.0,Yes,2
13170,2020-11-18,9,1500,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,6.0,Yes,6
13173,2020-11-18,9,1932,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,2.0,1.5,Yes,2
13176,2020-11-18,9,1527,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,4.0,No,0
13184,2020-11-18,9,1344,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,6.0,Yes,1
13185,2020-11-18,9,1346,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,6.0,Yes,2
13191,2020-11-18,10,1532,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.0,5.0,Yes,3
13193,2020-11-18,10,1634,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SOUTHERN KINGFISH,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.0,8.0,No,0
13194,2020-11-18,10,1211,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,4.0,Yes,2
13198,2020-11-18,10,1436,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,4.5,Yes,1
13199,2020-11-18,10,1436,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.5,4.5,Yes,2
13200,2020-11-18,10,1456,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,1.5,Yes,1
13201,2020-11-18,10,1458,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,1.5,Yes,1
13210,2020-11-18,10,1440,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,6
13211,2020-11-18,10,1441,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,1
13212,2020-11-18,10,1623,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,7.5,7.5,Yes,3
13216,2020-11-18,10,1636,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,cast net,Private/Rental boat,Private/Rental Boat,Inland,not applicable,8.5,8.5,Yes,21
13235,2020-11-18,10,1649,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,10.0,7.0,Yes,1
13247,2020-11-18,10,1335,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,5.0,2.5,Yes,7
13254,2020-11-18,10,1453,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,3.5,Yes,3
13256,2020-11-18,10,1544,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,4.0,3.0,Yes,1
13257,2020-11-18,10,1612,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,hook & line,Private/Rental boat,Private/Rental Boat,Inland,not applicable,6.0,5.0,Yes,3
14527,2020-11-18,9,1348,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,Yes,10
14536,2020-11-18,10,1153,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SEA BASS FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,4.0,Yes,1
14537,2020-11-18,10,1154,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SEA BASS FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,4.0,Yes,2
14564,2020-11-18,9,1538,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.5,Yes,23
14574,2020-11-18,9,1101,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.5,3.5,Yes,20
14579,2020-11-18,9,1156,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,LEFTEYE FLOUNDER GENUS,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,11
14581,2020-11-18,9,1511,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14582,2020-11-18,9,1514,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14583,2020-11-18,9,1514,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14584,2020-11-18,9,1514,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14585,2020-11-18,9,1514,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14586,2020-11-18,9,1517,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,MACKEREL FAMILY,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14594,2020-11-18,10,1122,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,Yes,16
14620,2020-11-18,9,1123,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,5.0,Yes,3
14621,2020-11-18,9,1116,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.5,Yes,20
14622,2020-11-18,9,1219,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.5,4.0,Yes,25
14627,2020-11-18,10,1217,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,BLUEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,50
14628,2020-11-18,10,1301,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,Yes,29
14631,2020-11-18,10,1135,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.5,No,0
14632,2020-11-18,10,1135,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.5,No,0
14633,2020-11-18,9,1105,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,4.0,Yes,56
14639,2020-11-18,9,1112,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,50
14643,2020-11-18,10,1604,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,15
14646,2020-11-18,10,1124,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,3.0,Yes,54
14650,2020-11-18,10,1513,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,24
14654,2020-11-18,10,1217,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,Yes,21
14658,2020-11-18,10,1124,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.0,Yes,49
14661,2020-11-18,10,1237,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,62
14667,2020-11-18,10,1111,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.5,Yes,20
14669,2020-11-18,10,1129,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,Yes,16
14674,2020-11-18,10,1533,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,ATLANTIC CUTLASSFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.5,Yes,10
14680,2020-11-18,10,1554,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,22
14684,2020-11-18,10,1204,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.5,3.5,Yes,13
14686,2020-11-18,10,1102,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,Yes,28
14688,2020-11-18,10,1253,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,BLUEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,4.0,Yes,21
14690,2020-11-18,10,1555,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.0,5.0,Yes,21
14694,2020-11-18,10,1833,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,19
14702,2020-11-18,9,1406,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.5,3.5,Yes,1
14703,2020-11-18,9,1105,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.5,Yes,36
14737,2020-11-18,10,1532,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),9.0,8.0,Yes,43
14739,2020-11-18,9,1519,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
14740,2020-11-18,9,1523,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
14741,2020-11-18,9,1523,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
14742,2020-11-18,9,1523,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,No,0
14743,2020-11-18,9,1105,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,46
14748,2020-11-18,9,1138,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,32
14750,2020-11-18,9,1503,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.0,Yes,25
14752,2020-11-18,9,1655,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14753,2020-11-18,9,1655,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,No,0
14754,2020-11-18,10,1212,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,5.0,Yes,51
14774,2020-11-18,10,1624,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,KING MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),9.0,7.0,Yes,4
14777,2020-11-18,10,1700,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,25
14783,2020-11-18,9,1706,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.5,Yes,47
14784,2020-11-18,9,1109,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,BLUEFISH,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,4.0,Yes,26
14805,2020-11-18,10,1250,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,5.5,Yes,9
14814,2020-11-18,9,1703,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,Yes,1
14817,2020-11-18,9,1649,September/October,South Atlantic (NC; SC; GA; EFL),Weekday,BLUE MARLIN,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,5.0,Yes,11
14819,2020-11-18,9,1655,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.5,5.5,Yes,1
14825,2020-11-18,10,1637,September/October,South Atlantic (NC; SC; GA; EFL),Weekend,WAHOO,hook & line,Charter boat,Charter Boat (sub_reg=6 or 7 & mode_f=7),Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.5,8.0,Yes,7
